objectID;post_title;url;Nom simple;Nom
cocktail_5400;Lait de Poule Québécois;https://1ou2cocktails.com/cocktails/lait-de-poule-quebecois/;rhum;rhum épicé lacs
cocktail_5400;Lait de Poule Québécois;https://1ou2cocktails.com/cocktails/lait-de-poule-quebecois/;tasse;tasse whisky
cocktail_5400;Lait de Poule Québécois;https://1ou2cocktails.com/cocktails/lait-de-poule-quebecois/;cannelle;cannelle
cocktail_5391;Punch de Noël Gin & Pomme;https://1ou2cocktails.com/cocktails/punch-de-noel-gin-pomme/;gin;gin fin épicé
cocktail_5391;Punch de Noël Gin & Pomme;https://1ou2cocktails.com/cocktails/punch-de-noel-gin-pomme/;jus;jus pomme
cocktail_5391;Punch de Noël Gin & Pomme;https://1ou2cocktails.com/cocktails/punch-de-noel-gin-pomme/;jus;jus citron frais
cocktail_5391;Punch de Noël Gin & Pomme;https://1ou2cocktails.com/cocktails/punch-de-noel-gin-pomme/;tasse;tasse miel
cocktail_5391;Punch de Noël Gin & Pomme;https://1ou2cocktails.com/cocktails/punch-de-noel-gin-pomme/;vin;vin mousseux
cocktail_5391;Punch de Noël Gin & Pomme;https://1ou2cocktails.com/cocktails/punch-de-noel-gin-pomme/;pétillante;pétillante
cocktail_5391;Punch de Noël Gin & Pomme;https://1ou2cocktails.com/cocktails/punch-de-noel-gin-pomme/;pomme;pomme
cocktail_5391;Punch de Noël Gin & Pomme;https://1ou2cocktails.com/cocktails/punch-de-noel-gin-pomme/;anis;anis
cocktail_5391;Punch de Noël Gin & Pomme;https://1ou2cocktails.com/cocktails/punch-de-noel-gin-pomme/;fraîche;fraîches
cocktail_5361;Sour Gin et Raisin Vert;https://1ou2cocktails.com/cocktails/sour-gin-et-raisin-vert/;gin;gin fin herbacé
cocktail_5361;Sour Gin et Raisin Vert;https://1ou2cocktails.com/cocktails/sour-gin-et-raisin-vert/;jus;jus lime frais
cocktail_5361;Sour Gin et Raisin Vert;https://1ou2cocktails.com/cocktails/sour-gin-et-raisin-vert/;sirop;sirop simple
cocktail_5361;Sour Gin et Raisin Vert;https://1ou2cocktails.com/cocktails/sour-gin-et-raisin-vert/;raisins verts;raisins verts
cocktail_5361;Sour Gin et Raisin Vert;https://1ou2cocktails.com/cocktails/sour-gin-et-raisin-vert/;soda;soda tonique
cocktail_5361;Sour Gin et Raisin Vert;https://1ou2cocktails.com/cocktails/sour-gin-et-raisin-vert/;brochette raisins givrés;brochette raisins givrés
cocktail_5349;Breakfast Daiquiri;https://1ou2cocktails.com/cocktails/breakfast-daiquiri/;rhum;rhum épicé distillerie lacs
cocktail_5349;Breakfast Daiquiri;https://1ou2cocktails.com/cocktails/breakfast-daiquiri/;liqueur;liqueur distillerie lacs
cocktail_5349;Breakfast Daiquiri;https://1ou2cocktails.com/cocktails/breakfast-daiquiri/;jus;jus lime frais
cocktail_5349;Breakfast Daiquiri;https://1ou2cocktails.com/cocktails/breakfast-daiquiri/;orange;orange
cocktail_5349;Breakfast Daiquiri;https://1ou2cocktails.com/cocktails/breakfast-daiquiri/;sucre;tuile sucre
cocktail_5333;Sangria Aperitivo;https://1ou2cocktails.com/cocktails/sangria-aperitivo/;vin;vin rouge ou blanc
cocktail_5333;Sangria Aperitivo;https://1ou2cocktails.com/cocktails/sangria-aperitivo/;liqueur;liqueur amère
cocktail_5333;Sangria Aperitivo;https://1ou2cocktails.com/cocktails/sangria-aperitivo/;jus;jus pamplemousse frais
cocktail_5333;Sangria Aperitivo;https://1ou2cocktails.com/cocktails/sangria-aperitivo/;soda;soda au gingembre ale
cocktail_5333;Sangria Aperitivo;https://1ou2cocktails.com/cocktails/sangria-aperitivo/;basilic;basilic
cocktail_5327;Italian Mule;https://1ou2cocktails.com/cocktails/italian-mule/;whisky;whisky
cocktail_5327;Italian Mule;https://1ou2cocktails.com/cocktails/italian-mule/;jus;jus citron frais
cocktail_5327;Italian Mule;https://1ou2cocktails.com/cocktails/italian-mule/;aromatique;aromatique
cocktail_5327;Italian Mule;https://1ou2cocktails.com/cocktails/italian-mule/;bière;bière gingembre
cocktail_5327;Italian Mule;https://1ou2cocktails.com/cocktails/italian-mule/;citron;citron
cocktail_5321;Atoca Spritz;https://1ou2cocktails.com/cocktails/atoca-spritz/;liqueur;liqueur amère amer amer
cocktail_5321;Atoca Spritz;https://1ou2cocktails.com/cocktails/atoca-spritz/;jus;jus
cocktail_5321;Atoca Spritz;https://1ou2cocktails.com/cocktails/atoca-spritz/;vin;vin mousseux
cocktail_5321;Atoca Spritz;https://1ou2cocktails.com/cocktails/atoca-spritz/;orange;orange
cocktail_5316;Collins Gingembre et Citronnelle;https://1ou2cocktails.com/cocktails/collins-gingembre-et-citronnelle/;gin;gin au gingembre
cocktail_5316;Collins Gingembre et Citronnelle;https://1ou2cocktails.com/cocktails/collins-gingembre-et-citronnelle/;jus;jus lime frais
cocktail_5316;Collins Gingembre et Citronnelle;https://1ou2cocktails.com/cocktails/collins-gingembre-et-citronnelle/;soda;soda tonique léger ou eau pétillante
cocktail_5316;Collins Gingembre et Citronnelle;https://1ou2cocktails.com/cocktails/collins-gingembre-et-citronnelle/;lime;lime
cocktail_5305;Nuage de Litchi;https://1ou2cocktails.com/cocktails/nuage-de-litchi/;vodka;vodka
cocktail_5305;Nuage de Litchi;https://1ou2cocktails.com/cocktails/nuage-de-litchi/;jus;jus citron frais
cocktail_5305;Nuage de Litchi;https://1ou2cocktails.com/cocktails/nuage-de-litchi/;sirop;sirop litchi
cocktail_5305;Nuage de Litchi;https://1ou2cocktails.com/cocktails/nuage-de-litchi/;poivre rose;poivre rose
cocktail_5305;Nuage de Litchi;https://1ou2cocktails.com/cocktails/nuage-de-litchi/;oeuf;blanc oeuf fermes
cocktail_5305;Nuage de Litchi;https://1ou2cocktails.com/cocktails/nuage-de-litchi/;poivre rose;grains poivre rose concassés
cocktail_5278;Last Word;https://1ou2cocktails.com/cocktails/last-word/;gin;gin
